Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_249.jpg;-15;1;0;2.200335;139.1319;103.2399;0.01601818;168.446;358.8432
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_316.jpg;-15;1;0;2.239798;139.0023;103.2759;0.01363535;166.5983;358.885
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_382.jpg;-15;1;0;2.295083;138.8716;103.3179;0.02779391;164.6938;358.9142
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_449.jpg;-15;1;0;2.334976;138.6962;103.3822;0.04696903;162.1123;358.9265
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_516.jpg;-15;1;0;2.376003;138.5642;103.4364;0.04369811;160.1367;358.9224
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_583.jpg;-15;1;0;2.429327;138.4321;103.4958;0.02741969;158.1569;358.9127
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_649.jpg;-15;1;0;2.469203;138.2558;103.5835;0.0142092;155.5026;358.8805
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_716.jpg;-13.54159;1;0;2.507844;138.1232;103.655;0.0129065;153.5819;358.8887
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_782.jpg;-10.53669;1;0;2.564769;137.9899;103.731;0.01822321;151.8831;358.9159
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_849.jpg;-7.540644;1;0;2.607796;137.8102;103.8384;0.06497125;150.1315;358.9693
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_916.jpg;-4.540935;1;0;2.650107;137.6731;103.9221;0.127672;149.2309;359.036
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_26_983.jpg;-1.531852;1;0;2.706008;137.5335;104.0078;0.2190135;148.6934;359.1371
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_049.jpg;0;1;0;2.747385;137.3424;104.1242;0.4157954;148.5233;359.3145
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_116.jpg;0;1;0;2.787933;137.196;104.2134;0.6113701;148.513;359.4595
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_183.jpg;0;1;0;2.841439;137.0471;104.304;0.8276853;148.5294;359.6208
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_249.jpg;0;1;0;2.88308;136.845;104.4267;1.130132;148.5576;359.8548
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_315.jpg;0;1;0;2.922982;136.6911;104.5206;1.35816;148.5702;-0.0004905773
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_382.jpg;0;1;0;2.976986;136.5386;104.6163;1.430594;148.5533;-0.003515388
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_449.jpg;0;1;0;3.026639;136.3335;104.7436;1.346068;148.5511;-0.0006516092
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_516.jpg;-1.525833;1;0;3.068408;136.1768;104.841;1.319223;148.4577;-0.000366366
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_582.jpg;-4.505616;1;0;3.121526;136.0185;104.9413;1.321436;148.0932;0.0003937477
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_649.jpg;-7.5392;1;0;3.160245;135.8065;105.0812;1.349359;147.0135;359.9815
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_716.jpg;-10.52162;1;0;3.197669;135.649;105.1915;1.332523;145.712;359.9172
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_782.jpg;-13.48863;1;0;3.246729;135.4944;105.3066;1.212413;143.9665;359.8423
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_848.jpg;-15;1;0;3.281305;135.295;105.471;0.9534438;141.0921;359.6093
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_916.jpg;-15;1;0;3.31626;135.1502;105.6011;0.6798995;138.8121;359.384
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_27_983.jpg;-13.45621;1;0;3.362375;135.0096;105.7373;0.3569863;136.562;359.1128
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_049.jpg;-10.50263;1;0;3.399053;134.8254;105.9269;359.9382;134.0919;358.7787
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_115.jpg;-7.480541;1;0;3.427341;134.6848;106.0752;359.8581;132.8205;358.7153
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_182.jpg;-4.478271;1;0;3.460568;134.5416;106.2294;0.0110867;131.9299;358.8456
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_248.jpg;-1.478751;1;0;3.51695;134.3998;106.3877;0.1101606;131.2675;358.9903
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_315.jpg;0;1;0;3.555054;134.2097;106.6034;0.2612866;130.9958;359.1984
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_382.jpg;0;1;0;3.60611;134.0656;106.7685;0.4235332;130.957;359.3463
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_449.jpg;0;1;0;3.643773;133.8707;106.9922;0.6922354;130.9597;359.5497
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_515.jpg;0;1;0;3.681414;133.7223;107.1622;0.9206457;130.9783;359.7082
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_583.jpg;0;1;0;3.731532;133.5723;107.334;1.161545;131.0063;359.8699
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_648.jpg;0;1;0;3.769107;133.3708;107.5663;1.467748;131.0113;-0.0003048973
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_716.jpg;0;1;0;3.804626;133.2214;107.7406;1.47694;130.9942;-0.003162147
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_782.jpg;-1.524375;1;0;3.865855;133.0708;107.916;1.422665;130.9811;-0.00112514
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_849.jpg;-4.516002;1;0;3.903859;132.8693;108.1546;1.38248;130.4936;0.0005291734
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_916.jpg;-7.525854;1;0;3.940416;132.7188;108.3378;1.373166;129.6948;-0.002407079
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_28_982.jpg;-7.530993;1;0;3.986969;132.5707;108.5256;1.359848;128.548;359.9367
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_048.jpg;-4.544802;1;0;4.024549;132.3745;108.7798;1.280882;127.2254;359.8671
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_116.jpg;-1.526999;1;0;4.063273;132.2274;108.9736;1.201837;126.6359;359.8223
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_181.jpg;0;1;0;4.113844;132.0795;109.1698;1.133378;126.4214;359.7892
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_249.jpg;0;1;0;4.150299;131.8807;109.4353;1.086312;126.3755;359.7496
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_316.jpg;0;1;0;4.186883;131.73;109.6372;1.078647;126.3911;359.7399
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_382.jpg;0;1;0;4.235351;131.5777;109.8409;1.088824;126.422;359.7539
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_448.jpg;0;1;0;4.271359;131.424;110.0469;1.124769;126.4559;359.7803
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_516.jpg;0;1;0;4.307258;131.2165;110.3245;1.205256;126.5059;359.8366
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_582.jpg;0;1;0;4.354947;131.0591;110.5349;1.285119;126.5461;359.8926
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_648.jpg;0;1;0;4.390669;130.8466;110.8182;1.412545;126.6031;359.9915
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_716.jpg;0;1;0;4.426314;130.6868;111.0333;1.500696;126.6088;-0.004109795
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_782.jpg;0;1;0;4.475893;130.5267;111.2493;1.506763;126.6029;-0.003001598
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_849.jpg;0;1;0;4.514067;130.3124;111.5398;1.458854;126.5738;-0.001425597
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_915.jpg;0;1;0;4.5496;130.1503;111.7601;1.439876;126.5456;-0.001350002
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_29_982.jpg;0;1;0;4.596623;129.9869;111.9824;1.436242;126.5158;-0.001333586
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_048.jpg;0;1;0;4.631763;129.7672;112.2819;1.450948;126.4749;-0.001345392
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_116.jpg;0;1;0;4.666808;129.6009;112.5088;1.473422;126.4435;-0.001379087
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_182.jpg;0;1;0;4.701764;129.4335;112.7376;1.503023;126.4116;-0.001419487
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_249.jpg;0;1;0;4.749009;129.2089;113.0449;1.500502;126.3632;-0.001909906
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_316.jpg;0;1;0;4.785098;129.0394;113.2772;1.480091;126.3293;-0.001385843
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_382.jpg;0;1;0;4.831154;128.8686;113.5115;1.472086;126.2956;-0.001393952
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_449.jpg;0;1;0;4.865541;128.6391;113.8269;1.477731;126.2508;-0.001419604
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_516.jpg;0;1;0;4.899823;128.4656;114.0656;1.491696;126.2171;-0.001449532
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_582.jpg;0;1;0;4.945384;128.291;114.3062;1.511882;126.183;-0.001475568
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_648.jpg;0;1;0;4.979897;128.0567;114.6294;1.513267;126.1359;-0.001533726
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_716.jpg;0;1;0;5.01204;127.8805;114.873;1.498025;126.0986;-0.001491278
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_782.jpg;-2.989332;1;0;5.009801;127.7049;115.1174;1.497081;125.9308;-0.0005528203
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_848.jpg;-5.987268;1;0;5.018501;127.5311;115.3629;1.501338;125.5021;-0.0009275432
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_915.jpg;-2.962872;1;0;4.987837;127.3014;115.6921;1.521015;124.8181;-0.001709697
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_30_982.jpg;0;1;0;5.031784;127.1313;115.9376;1.408989;124.4521;-0.00152386
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_048.jpg;0;1;0;5.013543;126.9049;116.267;1.32515;124.307;-0.004121253
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_116.jpg;0;1;0;5.007358;126.7354;116.5146;1.289365;124.281;-0.004094267
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_182.jpg;0;1;0;4.988778;126.566;116.7628;1.276432;124.2695;-0.004028143
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_248.jpg;0;1;0;5.008265;126.3963;117.0116;1.28974;124.2669;-0.003648992
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_316.jpg;0;1;0;5.022842;126.1705;117.3436;1.323223;124.2566;-0.003194392
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_381.jpg;0;1;0;5.014394;126.001;117.5933;1.368523;124.2459;-0.002818818
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_449.jpg;0;1;0;5.022747;125.7754;117.9262;1.432541;124.2212;-0.002440688
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_516.jpg;-2.975899;1;0;5.014282;125.607;118.1768;1.490526;124.0405;-0.001600166
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_582.jpg;-5.98342;1;0;5.005341;125.4412;118.428;1.498649;123.5247;-0.00292651
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_648.jpg;-2.96392;1;0;4.987829;125.278;118.6792;1.432826;122.9203;-0.0005189364
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_715.jpg;0;1;0;5.009336;125.0612;119.0157;1.384012;122.5121;-0.003886551
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_782.jpg;0;1;0;5.019679;124.8986;119.2691;1.378124;122.4701;359.9937
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_848.jpg;0;1;0;5.012167;124.7368;119.522;1.373051;122.3881;-0.00558587
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_916.jpg;0;1;0;5.016724;124.5208;119.8608;1.404665;122.4023;-0.005560163
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_31_981.jpg;0;1;0;5.016481;124.3591;120.115;1.433115;122.3925;-0.004892399
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_048.jpg;0;1;0;5.016951;124.1434;120.4545;1.491518;122.398;-0.004459276
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_115.jpg;0;1;0;4.997409;123.9822;120.7087;1.508197;122.3949;-0.003824843
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_183.jpg;0;1;0;4.997671;123.8217;120.963;1.497893;122.3837;-0.002034197
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_248.jpg;0;1;0;5.00948;123.608;121.3027;1.503893;122.3414;-0.001625424
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_316.jpg;0;1;0;5.019153;123.4478;121.5582;1.525427;122.2952;-0.001241213
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_382.jpg;0;1;0;5.023603;123.2892;121.8113;1.416963;122.2408;-0.0008871287
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_449.jpg;0;1;0;5.013952;123.0773;122.1504;1.330068;122.196;-0.001401954
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_516.jpg;0;1;0;5.00735;122.9185;122.4049;1.292196;122.1528;-0.0009426724
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_582.jpg;0;1;0;4.992489;122.7595;122.66;1.27841;122.1016;-0.001219145
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_648.jpg;0;1;0;5.00849;122.6004;122.9156;1.289514;122.0743;-0.001492481
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_715.jpg;0;1;0;5.021799;122.3885;123.2567;1.321581;122.016;-0.001378304
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_782.jpg;0;1;0;5.014375;122.2294;123.5131;1.365382;121.9875;-0.001543554
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_848.jpg;0;1;0;5.022209;122.0178;123.855;1.428395;121.9337;-0.001472924
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_915.jpg;0;1;0;5.01428;121.859;124.112;1.486134;121.9026;-0.001635554
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_32_982.jpg;0;1;0;5.005576;121.7011;124.3682;1.495892;121.87;-0.00421988
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_048.jpg;0;1;0;4.986542;121.4914;124.7086;1.420396;121.8268;-0.001459014
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_115.jpg;0;1;0;5.009969;121.3342;124.9644;1.389864;121.7898;-0.001291766
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_182.jpg;0;1;0;5.004088;121.1767;125.2209;1.383979;121.7628;-0.001632544
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_248.jpg;0;1;0;5.015785;120.9671;125.5627;1.389545;121.7024;-0.00135395
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_315.jpg;0;1;0;5.016151;120.8097;125.8199;1.41673;121.675;-0.001651436
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_382.jpg;-1.500444;1;0;5.029486;120.6529;126.0767;1.44141;121.5924;-0.0004068185
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_448.jpg;-4.530011;1;0;5.01398;120.497;126.3348;1.4811;121.3077;-0.0005116881
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_515.jpg;-4.459199;1;0;5.00608;120.2928;126.6804;1.49135;120.5137;-0.002833007
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_582.jpg;-1.489707;1;0;5.028622;120.142;126.939;1.415641;120.05;-0.001663312
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_648.jpg;0;1;0;5.009369;119.9414;127.2852;1.357578;119.837;-0.004281035
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_715.jpg;0;1;0;5.019451;119.7911;127.5459;1.346908;119.8206;-0.005427311
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_782.jpg;0;1;0;5.012578;119.6413;127.8063;1.339991;119.782;-0.004780705
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_848.jpg;0;1;0;5.01675;119.4915;128.0674;1.356762;119.7816;-0.00430991
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_915.jpg;0;1;0;4.99707;119.2918;128.4162;1.399332;119.7793;-0.003938592
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_33_981.jpg;0;1;0;5.016994;119.1422;128.6779;1.440102;119.7739;-0.003484444
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_049.jpg;0;1;0;4.997232;118.9429;129.0275;1.504397;119.759;-0.003156235
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_115.jpg;0;1;0;5.008795;118.7942;129.2888;1.47248;119.7367;-0.002494776
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_181.jpg;0;1;0;5.008667;118.6468;129.5488;1.401627;119.7077;-0.001829784
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_248.jpg;0;1;0;5.014174;118.499;129.8102;1.36862;119.675;-0.001312091
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_316.jpg;-1.52933;1;0;5.003839;118.3023;130.1593;1.353814;119.5604;-0.0003459282
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_382.jpg;-4.497804;1;0;5.015016;118.1561;130.4226;1.364113;119.2223;-0.000460261
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_449.jpg;-7.523397;1;0;5.005047;117.9651;130.7757;1.392498;118.2895;-0.0009896825
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_516.jpg;-4.541296;1;0;5.016387;117.8244;131.0423;1.423133;117.5341;359.9796
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_582.jpg;-1.550443;1;0;5.01787;117.6849;131.3099;1.463997;117.0623;359.9382
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_648.jpg;0;1;0;5.017204;117.4997;131.665;1.438607;116.8221;359.9614
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_714.jpg;0;1;0;5.017096;117.3618;131.9327;1.444472;116.8132;359.9576
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_782.jpg;0;1;0;5.015991;117.2242;132.2003;1.452871;116.8439;359.9613
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_848.jpg;0;1;0;5.017284;117.0402;132.5577;1.493021;116.9011;359.9896
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_915.jpg;0;1;0;4.995621;116.9028;132.8257;1.522965;116.9503;359.9929
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_34_982.jpg;-2.981776;1;0;5.006762;116.7675;133.0921;1.425169;116.8089;-0.003605614
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_048.jpg;-6.013179;1;0;5.013507;116.6339;133.3605;1.366234;116.3834;-0.003425913
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_115.jpg;-8.980637;1;0;5.006475;116.4617;133.7215;1.309898;115.2395;359.9095
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_182.jpg;-8.987557;1;0;4.986497;116.3386;133.9943;1.245545;114.0197;359.7515
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_248.jpg;-6.014308;1;0;5.00816;116.218;134.267;1.064222;112.7549;359.6823
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_315.jpg;-2.996167;1;0;5.000241;116.0656;134.6326;0.8258927;111.6824;359.4855
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_381.jpg;-0.01064222;1;0;5.011836;115.9534;134.9082;0.646441;111.3014;359.358
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_448.jpg;0;1;0;5.011785;115.8425;135.1845;0.4794419;111.1677;359.2661
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_516.jpg;-2.988279;1;0;5.011464;115.6974;135.5551;0.3174283;110.9361;359.1481
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_582.jpg;-5.963211;1;0;5.011394;115.5917;135.8347;0.224278;110.4699;359.059
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_648.jpg;-8.981347;1;0;5.01118;115.4569;136.2094;0.09058838;109.3256;358.9337
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_715.jpg;-9.00418;1;0;5.010321;115.3613;136.4923;-0.002480933;108.1869;358.8444
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_782.jpg;-5.991196;1;0;5.008773;115.2684;136.7778;-0.002977802;107.1866;358.8344
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_848.jpg;-2.994502;1;0;5.011912;115.1778;137.0646;0.01424042;106.4281;358.9313
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_916.jpg;-2.993674;1;0;5.012079;115.0639;137.4496;0.05697684;105.7982;359.0006
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_35_982.jpg;-5.987344;1;0;5.011343;114.9833;137.7401;0.110226;105.2136;358.9985
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_048.jpg;-8.967657;1;0;5.011223;114.8831;138.1285;0.1489035;103.9839;358.9633
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_115.jpg;-5.940341;1;0;5.011424;114.8129;138.42;0.1185571;102.9591;358.9555
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_182.jpg;-2.95892;1;0;5.011737;114.746;138.712;0.06460239;102.188;358.9604
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_248.jpg;0;1;0;5.01159;114.6817;139.0049;0.0240843;101.7569;358.968
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_315.jpg;0;1;0;5.011472;114.5983;139.3971;0.03565058;101.5627;358.9859
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_382.jpg;0;1;0;5.011604;114.5366;139.6923;0.08539027;101.5259;359.0291
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_448.jpg;0;1;0;5.017828;114.4753;139.9886;0.1893231;101.5154;359.0847
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_515.jpg;0;1;0;5.005578;114.3935;140.3843;0.3726184;101.5154;359.2088
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_581.jpg;0;1;0;5.017406;114.3322;140.6817;0.5351403;101.5171;359.3311
C:\Users\jabil\Desktop\udacity_robotics\IMG\robocam_2021_10_06_11_14_36_648.jpg;3.013654;1;0;5.016535;114.2488;141.0781;0.7670342;101.7442;359.5581
